Date,Name,,Ratings,Dugan Ratings,Name,Year,Name,Review,Watched Date,Name,Liked
2026-01-09,Rear Window,,4,8,Glass,2019,,,,,
2026-01-11,Zootopia 2,,3.5,7,9,2009,,,,,
2026-01-12,Moonlight,,3.5,7,Spy Kids 3-D: Game Over,2003,,,,,
2026-01-13,Jay Kelly,,4,8,I Don't Feel at Home in This World Anymore,2017,,,,,
2026-01-14,Blue Moon,,2,4,Happy Feet Two,2011,,,,,
2026-01-15,Companion,,3.5,7,The Hobbit: An Unexpected Journey,2012,,,,,
2026-01-16,Dazed and Confused,,3.5,7,"Hail, Caesar!",2016,,,,,
2026-01-20,The Rip,,1.5,3,The Hurt Locker,2008,,,,,
2026-01-21,Beast of War,,2,4,Wallace & Gromit: The Curse of the Were-Rabbit,2005,,,,,
2026-01-22,Freaky Tales,,3,6,Game Night,2018,,,,,
2026-01-23,Sentimental Value,,4,8,Sherlock Holmes,2009,,,,,
2026-01-23,If I Had Legs I'd Kick You,,4,8,The Family Stone,2005,,,,,
2026-01-23,Ballad of a Small Player,,1,2,Sherlock Holmes: A Game of Shadows,2011,,,,,
2026-01-25,Elio,,3,6,Hoot,2006,,,,,
2026-01-26,Wedding Crashers,,3.5,7,Glass Onion,2022,,,,,
2026-01-26,Harry Potter and the Goblet of Fire,,4,8,Rebel Ridge,2024,,,,,
2026-01-28,KPop Demon Hunters,,3.5,7,Moneyball,2011,,,,,
2026-01-29,Hamnet,,3,6,Freaks,1932,,,,,
2026-01-29,Bob Trevino Likes It,,4,8,Lilo & Stitch,2002,,,,,
2026-01-30,Song Sung Blue,,2.5,5,Lilo & Stitch 2: Stitch Has a Glitch,2005,,,,,
2026-01-30,Sinners,,3.5,7,Stitch! The Movie,2003,,,,,
2026-02-05,Thief,,3.5,7,The Year Without a Santa Claus,1974,,,,,
2026-02-05,The Return of the Texas Chainsaw Massacre,,1.5,3,Super 8,2011,,,,,
2026-02-06,The Pursuit of Happyness,,4.5,9,The Stuff,1985,,,,,
,,,,,Forbidden World,1982,,,,,
,,,,,Killer Klowns from Outer Space,1988,,,,,
,,,,,X,2022,,,,,
,,,,,Mean Girls,2004,,,,,
,,,,,Transformers,2007,,,,,
,,,,,Teenage Mutant Ninja Turtles,2014,,,,,
,,,,,A Bad Moms Christmas,2017,,,,,
,,,,,The Maze Runner,2014,,,,,
,,,,,Maleficent,2014,,,,,
,,,,,Ella Enchanted,2004,,,,,
,,,,,Cinderella,2015,,,,,
,,,,,Cinderella,1950,,,,,
,,,,,Snow White and the Seven Dwarfs,1937,,,,,
,,,,,Sleeping Beauty,1959,,,,,
,,,,,Beauty and the Beast,1991,,,,,
,,,,,Frozen,2013,,,,,
,,,,,Aladdin,1992,,,,,
,,,,,The Black Cauldron,1985,,,,,
,,,,,Turning Red,2022,,,,,
,,,,,Epic,2013,,,,,
,,,,,Tarzan,1999,,,,,
,,,,,Bambi,1942,,,,,
,,,,,The Jungle Book,1967,,,,,
,,,,,Pocahontas,1995,,,,,
,,,,,Atlantis: The Lost Empire,2001,,,,,
,,,,,The Lorax,2012,,,,,
,,,,,Rio,2011,,,,,
,,,,,Rio 2,2014,,,,,
,,,,,Alvin and the Chipmunks,2007,,,,,
,,,,,Curious George,2006,,,,,
,,,,,Pinocchio,1940,,,,,
,,,,,The Grinch,2018,,,,,
,,,,,Dinosaur,2000,,,,,
,,,,,The Hunchback of Notre Dame,1996,,,,,
,,,,,Hercules,1997,,,,,
,,,,,The Great Mouse Detective,1986,,,,,
,,,,,Robin Hood,1973,,,,,
,,,,,The Sword in the Stone,1963,,,,,
,,,,,Minions,2015,,,,,
,,,,,Peter Pan,1953,,,,,
,,,,,The Jerk,1979,,,,,
,,,,,Ponyo,2008,,,,,
,,,,,Poltergeist,1982,,,,,
,,,,,Everything Everywhere All at Once,2022,,,,,
,,,,,Coraline,2009,,,,,
,,,,,Spider-Man,2002,,,,,
,,,,,A Clockwork Orange,1971,,,,,
,,,,,Spider-Man 2,2004,,,,,
,,,,,Boy Kills World,2023,,,,,
,,,,,Your Lucky Day,2023,,,,,
,,,,,Kill Bill: Vol. 2,2004,,,,,
,,,,,Upgrade,2018,,,,,
,,,,,Room,2015,,,,,
,,,,,Jurassic World,2015,,,,,
,,,,,Death Race 2000,1975,,,,,
,,,,,Bird on a Wire,1990,,,,,
,,,,,Red One,2024,,,,,
,,,,,The Star Wars Holiday Special,1978,,,,,
,,,,,Jingle All the Way,1996,,,,,
,,,,,Anna and the Apocalypse,2017,,,,,
,,,,,Twisted,2004,,,,,
,,,,,Jumper,2008,,,,,
,,,,,Pinocchio's Christmas,1980,,,,,
,,,,,Nosferatu,2024,,,,,
,,,,,Love & Mercy,2014,,,,,
,,,,,2012,2009,,,,,
,,,,,Friends: The Reunion,2021,,,,,
,,,,,The Golden Compass,2007,,,,,
,,,,,A Goofy Movie,1995,,,,,
,,,,,Spaceballs,1987,,,,,
,,,,,"Batman: The Dark Knight Returns, Part 1",2012,,,,,
,,,,,The SpongeBob Movie: Sponge Out of Water,2015,,,,,
,,,,,"Mickey, Donald, Goofy: The Three Musketeers",2004,,,,,
,,,,,The Ant Bully,2006,,,,,
,,,,,Snack Shack,2024,,,,,
,,,,,A Complete Unknown,2024,,,,,
,,,,,Honey Boy,2019,,,,,
,,,,,The Little Mermaid,1989,,,,,
,,,,,The Many Adventures of Winnie the Pooh,1977,,,,,
,,,,,Oliver & Company,1988,,,,,
,,,,,The Aristocats,1970,,,,,
,,,,,One Hundred and One Dalmatians,1961,,,,,
,,,,,Lady and the Tramp,1955,,,,,
,,,,,Alice in Wonderland,1951,,,,,
,,,,,Home on the Range,2004,,,,,
,,,,,Dumbo,1941,,,,,
,,,,,The Fox and the Hound,1981,,,,,
,,,,,Grave of the Fireflies,1988,,,,,
,,,,,The Incredible Hulk,2008,,,,,
,,,,,Thor: The Dark World,2013,,,,,
,,,,,The Graduate,1967,,,,,
,,,,,A Real Pain,2024,,,,,
,,,,,The Beach Boys,2024,,,,,
,,,,,Little Miss Sunshine,2006,,,,,
,,,,,Number 24,2024,,,,,
,,,,,Arcadian,2024,,,,,
,,,,,Funny Pages,2022,,,,,
,,,,,Between the Temples,2024,,,,,
,,,,,Emilia Pérez,2024,,,,,
,,,,,The Fall Guy,2024,,,,,
,,,,,The Equalizer,2014,,,,,
,,,,,Man on Fire,2004,,,,,
,,,,,Fences,2016,,,,,
,,,,,Woman of the Hour,2023,,,,,
,,,,,Laserblast,1978,,,,,
,,,,,The Giver,2014,,,,,
,,,,,Wallace & Gromit: Vengeance Most Fowl,2024,,,,,
,,,,,Oldboy,2003,,,,,
,,,,,Lucy,2014,,,,,
,,,,,Hawkeye,2021,,,,,
,,,,,Ender's Game,2013,,,,,
,,,,,Hoosiers,1986,,,,,
,,,,,Captain America: Brave New World,2025,,,,,
,,,,,Chiefsaholic: A Wolf in Chiefs Clothing,2024,,,,,
,,,,,Avatar,2009,,,,,
,,,,,Pirates of the Caribbean: The Curse of the Black Pearl,2003,,,,,
,,,,,The Book of Life,2014,,,,,
,,,,,Wizards of Waverly Place: The Movie,2009,,,,,
,,,,,The Bourne Ultimatum,2007,,,,,
,,,,,The Adventures of Tintin,2011,,,,,
,,,,,Space Jam,1996,,,,,
,,,,,Knocked Up,2007,,,,,
,,,,,Sausage Party,2016,,,,,
,,,,,Sleeping with Other People,2015,,,,,
,,,,,Get Hard,2015,,,,,
,,,,,Blades of Glory,2007,,,,,
,,,,,Kicking & Screaming,2005,,,,,
,,,,,SNL50: The Anniversary Special,2025,,,,,
,,,,,Saturday Night,2024,,,,,
,,,,,Memento,2000,,,,,
,,,,,Hundreds of Beavers,2022,,,,,
,,,,,Caddyshack,1980,,,,,
,,,,,Hot Rod,2007,,,,,
,,,,,Tropic Thunder,2008,,,,,
,,,,,Pineapple Express,2008,,,,,
,,,,,The 40 Year Old Virgin,2005,,,,,
,,,,,21 Jump Street,2012,,,,,
,,,,,Rise of the Planet of the Apes,2011,,,,,
,,,,,Spider-Man 3,2007,,,,,
,,,,,Blow Out,1981,,,,,
,,,,,Where the Wild Things Are,2009,,,,,
,,,,,"Good Morning, Vietnam",1987,,,,,
,,,,,The Crying Game,1992,,,,,
,,,,,Billy Elliot,2000,,,,,
,,,,,Rocketman,2019,,,,,
,,,,,King Kong,2005,,,,,
,,,,,Fantastic Four,2015,,,,,
,,,,,Man on a Ledge,2012,,,,,
,,,,,50/50,2011,,,,,
,,,,,Black Mirror: Nosedive,2016,,,,,
,,,,,Pete's Dragon,2016,,,,,
,,,,,"Lock, Stock and Two Smoking Barrels",1998,,,,,
,,,,,The Suicide Squad,2021,,,,,
,,,,,The Gentlemen,2019,,,,,
,,,,,Aquaman,2018,,,,,
,,,,,Lion,2016,,,,,
,,,,,G.I. Joe: The Rise of Cobra,2009,,,,,
,,,,,Wicked,2024,,,,,
,,,,,Conclave,2024,,,,,
,,,,,The Death of Stalin,2017,,,,,
,,,,,Spy Kids 2: The Island of Lost Dreams,2002,,,,,
,,,,,Transformers: The Last Knight,2017,,,,,
,,,,,Monsters vs Aliens,2009,,,,,
,,,,,I'm Still Here,2024,,,,,
,,,,,The Wild Robot,2024,,,,,
,,,,,Gravity,2013,,,,,
,,,,,Children of Men,2006,,,,,
,,,,,Tag,2018,,,,,
,,,,,The Cat in the Hat,2003,,,,,
,,,,,The Theory of Everything,2014,,,,,
,,,,,Devil,2010,,,,,
,,,,,Home Alone 2: Lost in New York,1992,,,,,
,,,,,A Simple Favor,2018,,,,,
,,,,,Moon,2009,,,,,
,,,,,Super Size Me,2004,,,,,
,,,,,September 5,2024,,,,,
,,,,,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,,,,,
,,,,,The Last of the Mohicans,1992,,,,,
,,,,,Anora,2024,,,,,
,,,,,L.A. Confidential,1997,,,,,
,,,,,The Peanut Butter Falcon,2019,,,,,
,,,,,Gerald's Game,2017,,,,,
,,,,,Lord of War,2005,,,,,
,,,,,Collateral,2004,,,,,
,,,,,Edge of Tomorrow,2014,,,,,
,,,,,Mission: Impossible,1996,,,,,
,,,,,Mission: Impossible – Fallout,2018,,,,,
,,,,,Mission: Impossible – Rogue Nation,2015,,,,,
,,,,,The Outsiders,1983,,,,,
,,,,,Mission: Impossible II,2000,,,,,
,,,,,Date Movie,2006,,,,,
,,,,,A Haunted House,2013,,,,,
,,,,,Sharktopus,2010,,,,,
,,,,,A Haunted House 2,2014,,,,,
,,,,,Hobo with a Shotgun,2011,,,,,
,,,,,Flesh Gordon,1974,,,,,
,,,,,Conan the Barbarian,1982,,,,,
,,,,,The DUFF,2015,,,,,
,,,,,Fractured,2019,,,,,
,,,,,I Lost My Body,2019,,,,,
,,,,,Batman: Assault on Arkham,2014,,,,,
,,,,,Midnight Run,1988,,,,,
,,,,,Run Lola Run,1998,,,,,
,,,,,Tall Girl,2019,,,,,
,,,,,Airplane!,1980,,,,,
,,,,,Kimi,2022,,,,,
,,,,,The Nut Job,2014,,,,,
,,,,,Bone Tomahawk,2015,,,,,
,,,,,Mickey 17,2025,,,,,
,,,,,Almost Famous,2000,,,,,
,,,,,Playground,2021,,,,,
,,,,,Nickel Boys,2024,,,,,
,,,,,Greedy People,2024,,,,,
,,,,,Premium Rush,2012,,,,,
,,,,,Brick,2005,,,,,
,,,,,Cowboys & Aliens,2011,,,,,
,,,,,Star Wars,1977,,,,,
,,,,,Wind River,2017,,,,,
,,,,,Fargo,1996,,,,,
,,,,,The Running Man,1987,,,,,
,,,,,Rubber,2010,,,,,
,,,,,Clueless,1995,,,,,
,,,,,Blazing Saddles,1974,,,,,
,,,,,Modern Times,1936,,,,,
,,,,,The Wizard of Oz,1939,,,,,
,,,,,Pretty Woman,1990,,,,,
,,,,,Who Framed Roger Rabbit,1988,,,,,
,,,,,Plus One,2019,,,,,
,,,,,The Electric State,2025,,,,,
,,,,,Ichi the Killer,2001,,,,,
,,,,,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003,,,,,
,,,,,Soylent Green,1973,,,,,
,,,,,Look Back,2024,,,,,
,,,,,Aliens in the Attic,2009,,,,,
,,,,,Now You See Me,2013,,,,,
,,,,,The Way Way Back,2013,,,,,
,,,,,About a Boy,2002,,,,,
,,,,,Monty Python and the Holy Grail,1975,,,,,
,,,,,A Streetcar Named Desire,1951,,,,,
,,,,,Hoodwinked!,2005,,,,,
,,,,,Fritz the Cat,1972,,,,,
,,,,,Save the Green Planet!,2003,,,,,
,,,,,Tomorrowland,2015,,,,,
,,,,,Source Code,2011,,,,,
,,,,,The Thing,1982,,,,,
,,,,,Clue,1985,,,,,
,,,,,Flow,2024,,,,,
,,,,,The Call,2013,,,,,
,,,,,Smokin' Aces,2006,,,,,
,,,,,The Cat Returns,2002,,,,,
,,,,,Who Killed Captain Alex?,2010,,,,,
,,,,,National Treasure,2004,,,,,
,,,,,The Day After Tomorrow,2004,,,,,
,,,,,Scooby-Doo,2002,,,,,
,,,,,The Bourne Supremacy,2004,,,,,
,,,,,The Lion King 1½,2004,,,,,
,,,,,Charlie and the Chocolate Factory,2005,,,,,
,,,,,Zathura: A Space Adventure,2005,,,,,
,,,,,The Gingerdead Man,2005,,,,,
,,,,,The Devil Wears Prada,2006,,,,,
,,,,,Hugo,2011,,,,,
,,,,,Puss in Boots,2011,,,,,
,,,,,Warrior,2011,,,,,
,,,,,Hanna,2011,,,,,
,,,,,Black Mirror: The Entire History of You,2011,,,,,
,,,,,The Green Hornet,2011,,,,,
,,,,,The Pianist,2002,,,,,
,,,,,It's a Wonderful Life,1946,,,,,
,,,,,Taken,2008,,,,,
,,,,,The Incident,1967,,,,,
,,,,,The Game,1997,,,,,
,,,,,Nurse Sherri,1977,,,,,
,,,,,Spy Kids,2001,,,,,
,,,,,Not Another Teen Movie,2001,,,,,
,,,,,Scooby-Doo and the Cyber Chase,2001,,,,,
,,,,,Monkeybone,2001,,,,,
,,,,,Chronicle,2012,,,,,
,,,,,Creed,2015,,,,,
,,,,,Life of Pi,2012,,,,,
,,,,,Se7en,1995,,,,,
,,,,,Sinners,2025,,,,,
,,,,,Xtro,1982,,,,,
,,,,,R.I.P.D.,2013,,,,,
,,,,,Blue Ruin,2013,,,,,
,,,,,Santa Claus Is Comin' to Town,1970,,,,,
,,,,,Jack Frost,1979,,,,,
,,,,,Rudolph's Shiny New Year,1976,,,,,
,,,,,Beavis and Butt-Head Do America,1996,,,,,
,,,,,Amélie,2001,,,,,
,,,,,The Powerpuff Girls Movie,2002,,,,,
,,,,,Twilight,2008,,,,,
,,,,,Trap,2024,,,,,
,,,,,Seven Samurai,1954,,,,,
,,,,,Come and See,1985,,,,,
,,,,,Ilsa: Harem Keeper of the Oil Sheiks,1976,,,,,
,,,,,Thriller: A Cruel Picture,1973,,,,,
,,,,,The Foot Fist Way,2006,,,,,
,,,,,Tombstone,1993,,,,,
,,,,,Monty Python's The Meaning of Life,1983,,,,,
,,,,,Bo Burnham: The Inside Outtakes,2022,,,,,
,,,,,Brothers,2024,,,,,
,,,,,Poor Things,2023,,,,,
,,,,,The Town,2010,,,,,
,,,,,The Secret World of Arrietty,2010,,,,,
,,,,,My Neighbor Totoro,1988,,,,,
,,,,,Prey,2022,,,,,
,,,,,Thunderbolts*,2025,,,,,
,,,,,Ran,1985,,,,,
,,,,,A Fish Called Wanda,1988,,,,,
,,,,,Tetris,2023,,,,,
,,,,,Juno,2007,,,,,
,,,,,Love Actually,2003,,,,,
,,,,,Elf,2003,,,,,
,,,,,Freaky Friday,2003,,,,,
,,,,,The Bourne Identity,2002,,,,,
,,,,,Fantastic Four,2005,,,,,
,,,,,Surf's Up,2007,,,,,
,,,,,The Blind Side,2009,,,,,
,,,,,The Room,2003,,,,,
,,,,,Beetlejuice,1988,,,,,
,,,,,The Breakfast Club,1985,,,,,
,,,,,The Odd Life of Timothy Green,2012,,,,,
,,,,,Inside Moves,1980,,,,,
,,,,,The Witches,1990,,,,,
,,,,,Altered States,1980,,,,,
,,,,,Ted 2,2015,,,,,
,,,,,True Lies,1994,,,,,
,,,,,The Fog,1980,,,,,
,,,,,The Wrong Trousers,1993,,,,,
,,,,,Raging Bull,1980,,,,,
,,,,,Terror Train,1980,,,,,
,,,,,The Tune,1992,,,,,
,,,,,American Gigolo,1980,,,,,
,,,,,Cha Cha Real Smooth,2022,,,,,
,,,,,The Adventures of Ichabod and Mr. Toad,1949,,,,,
,,,,,Smiley Face,2007,,,,,
,,,,,Student Bodies,1981,,,,,
,,,,,Prom Night,1980,,,,,
,,,,,Mad God,2021,,,,,
,,,,,Frogs,1972,,,,,
,,,,,The Parent Trap,1998,,,,,
,,,,,Brooklyn,2015,,,,,
,,,,,Ordinary People,1980,,,,,
,,,,,The Elephant Man,1980,,,,,
,,,,,The Overnight,2015,,,,,
,,,,,This Means War,2012,,,,,
,,,,,"Batman: The Dark Knight Returns, Part 2",2013,,,,,
,,,,,Paths of Glory,1957,,,,,
,,,,,Scanners,1981,,,,,
,,,,,Whisper of the Heart,1995,,,,,
,,,,,Phineas and Ferb The Movie: Across the 2nd Dimension,2011,,,,,
,,,,,War Horse,2011,,,,,
,,,,,The King's Speech,2010,,,,,
,,,,,The Insider,1999,,,,,
,,,,,Sherlock Jr.,1924,,,,,
,,,,,American Beauty,1999,,,,,
,,,,,Frankenweenie,2012,,,,,
,,,,,Pleasantville,1998,,,,,
,,,,,Batman: Mask of the Phantasm,1993,,,,,
,,,,,Wolfwalkers,2020,,,,,
,,,,,Seabiscuit,2003,,,,,
,,,,,The Green Mile,1999,,,,,
,,,,,Office Space,1999,,,,,
,,,,,Trainspotting,1996,,,,,
,,,,,The Prestige,2006,,,,,
,,,,,But I'm a Cheerleader,1999,,,,,
,,,,,Once Upon a Time... in Hollywood,2019,,,,,
,,,,,Go,1999,,,,,
,,,,,Elemental,2023,,,,,
,,,,,F1,2025,,,,,
,,,,,We're the Millers,2013,,,,,
,,,,,The Straight Story,1999,,,,,
,,,,,Lightyear,2022,,,,,
,,,,,Batman Returns,1992,,,,,
,,,,,How to Train Your Dragon,2025,,,,,
,,,,,10 Things I Hate About You,1999,,,,,
,,,,,Say Anything...,1989,,,,,
,,,,,The Matrix,1999,,,,,
,,,,,12 Angry Men,1957,,,,,
,,,,,Superman,2025,,,,,
,,,,,Justice League: Doom,2012,,,,,
,,,,,The Hurricane,1999,,,,,
,,,,,"Mystery, Alaska",1999,,,,,
,,,,,Frankie Freako,2024,,,,,
,,,,,Kingpin,1996,,,,,
,,,,,The Ox-Bow Incident,1943,,,,,
,,,,,She's Out of My League,2010,,,,,
,,,,,My Big Fat Greek Wedding,2002,,,,,
,,,,,Yor: The Hunter from the Future,1983,,,,,
,,,,,City of God,2002,,,,,
,,,,,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,,,,,
,,,,,Varsity Blues,1999,,,,,
,,,,,Dog Day Afternoon,1975,,,,,
,,,,,Flora and Son,2023,,,,,
,,,,,Black Mirror: White Bear,2013,,,,,
,,,,,Black Mirror: Be Right Back,2013,,,,,
,,,,,Black Mirror: White Christmas,2014,,,,,
,,,,,Black Mirror: Playtest,2016,,,,,
,,,,,Black Mirror: Shut Up and Dance,2016,,,,,
,,,,,Black Mirror: USS Callister,2017,,,,,
,,,,,Black Mirror: Metalhead,2017,,,,,
,,,,,Cooties,2014,,,,,
,,,,,Scouts Guide to the Zombie Apocalypse,2015,,,,,
,,,,,A Close Shave,1995,,,,,
,,,,,Safe Men,1998,,,,,
,,,,,Vertigo,1958,,,,,
,,,,,Happy Gilmore 2,2025,,,,,
,,,,,Boxcar Bertha,1972,,,,,
,,,,,Face/Off,1997,,,,,
,,,,,Five Corners,1987,,,,,
,,,,,Animal Kingdom,2010,,,,,
,,,,,Wonderwall,1968,,,,,
,,,,,Castle in the Sky,1986,,,,,
,,,,,The Fantastic 4: First Steps,2025,,,,,
,,,,,Mary and Max,2009,,,,,
,,,,,Blackenstein,1973,,,,,
,,,,,It's Alive,1974,,,,,
,,,,,Weird Science,1985,,,,,
,,,,,The Hidden,1987,,,,,
,,,,,Nacho Libre,2006,,,,,
,,,,,Wyrmwood: Road of the Dead,2014,,,,,
,,,,,Legend,1985,,,,,
,,,,,Wolfs,2024,,,,,
,,,,,I Married a Witch,1942,,,,,
,,,,,From Up on Poppy Hill,2011,,,,,
,,,,,Zodiac,2007,,,,,
,,,,,Weapons,2025,,,,,
,,,,,The Conversation,1974,,,,,
,,,,,Valley Girl,1983,,,,,
,,,,,The Seventh Seal,1957,,,,,
,,,,,Punch-Drunk Love,2002,,,,,
,,,,,Sexy Beast,2000,,,,,
,,,,,From Dusk Till Dawn,1996,,,,,
,,,,,Sing Sing,2023,,,,,
,,,,,Planet of the Apes,1968,,,,,
,,,,,Beneath the Planet of the Apes,1970,,,,,
,,,,,Stuart Little,1999,,,,,
,,,,,Noelle,2019,,,,,
,,,,,National Lampoon's Christmas Vacation,1989,,,,,
,,,,,E.T. the Extra-Terrestrial,1982,,,,,
,,,,,Grease,1978,,,,,
,,,,,Willy Wonka & the Chocolate Factory,1971,,,,,
,,,,,3 Ninjas,1992,,,,,
,,,,,The Player,1992,,,,,
,,,,,Heat,1995,,,,,
,,,,,The Party,1968,,,,,
,,,,,Lost in Translation,2003,,,,,
,,,,,Rudolph the Red-Nosed Reindeer,1964,,,,,
,,,,,Grandma Got Run Over by a Reindeer,2000,,,,,
,,,,,Paper Moon,1973,,,,,
,,,,,The Parallax View,1974,,,,,
,,,,,The Pacifier,2005,,,,,
,,,,,Bubba Ho-tep,2002,,,,,
,,,,,Phantasm,1979,,,,,
,,,,,Network,1976,,,,,
,,,,,A Little Romance,1979,,,,,
,,,,,Awakenings,1990,,,,,
,,,,,"Game Over, Man!",2018,,,,,
,,,,,Pokémon: The First Movie,1998,,,,,
,,,,,My Neighbors the Yamadas,1999,,,,,
,,,,,God Help the Girl,2014,,,,,
,,,,,The Jericho Mile,1979,,,,,
,,,,,Deadly Weapons,1974,,,,,
,,,,,Chinatown,1974,,,,,
,,,,,One Battle After Another,2025,,,,,
,,,,,Serpico,1973,,,,,
,,,,,Klute,1971,,,,,
,,,,,Duck Soup,1933,,,,,
,,,,,Trick 'r Treat,2007,,,,,
,,,,,The Night Evelyn Came Out of the Grave,1971,,,,,
,,,,,The Texas Chain Saw Massacre,1974,,,,,
,,,,,You're Next,2011,,,,,
,,,,,Scream,1996,,,,,
,,,,,Scary Godmother: Halloween Spooktakular,2003,,,,,
,,,,,The Descent,2005,,,,,
,,,,,Over the Garden Wall,2014,,,,,
,,,,,The Stepford Wives,1975,,,,,
,,,,,The Fly,1986,,,,,
,,,,,The Substance,2024,,,,,
,,,,,Death of a Unicorn,2025,,,,,
,,,,,Scooby-Doo! and the Reluctant Werewolf,1988,,,,,
,,,,,Midsommar,2019,,,,,
,,,,,Manhunter,1986,,,,,
,,,,,It's What's Inside,2024,,,,,
,,,,,Bram Stoker's Dracula,1992,,,,,
,,,,,I Care a Lot,2020,,,,,
,,,,,Children Shouldn't Play with Dead Things,1972,,,,,
,,,,,Alien,1979,,,,,
,,,,,Chainsaw Man – The Movie: Reze Arc,2025,,,,,
,,,,,Braindead,1992,,,,,
,,,,,Halloween,1978,,,,,
,,,,,Don't Look in the Basement,1973,,,,,
,,,,,Halloweentown,1998,,,,,
,,,,,Hocus Pocus,1993,,,,,
,,,,,Rosemary's Baby,1968,,,,,
,,,,,Isle of Dogs,2018,,,,,
,,,,,The Warriors,1979,,,,,
,,,,,King of New York,1990,,,,,
,,,,,The Naked Gun,2025,,,,,
,,,,,Edward Scissorhands,1990,,,,,
,,,,,Small Things Like These,2024,,,,,
,,,,,Labyrinth,1986,,,,,
,,,,,Legend of the Guardians: The Owls of Ga'Hoole,2010,,,,,
,,,,,Killer's Kiss,1955,,,,,
,,,,,Sorcerer,1977,,,,,
,,,,,The Incredible Melting Man,1977,,,,,
,,,,,Don't Worry Darling,2022,,,,,
,,,,,Sisu: Road to Revenge,2025,,,,,
,,,,,Krampus,2015,,,,,
,,,,,Wicked: For Good,2025,,,,,
,,,,,Alice in Wonderland,2010,,,,,
,,,,,The Hobbit: The Battle of the Five Armies,2014,,,,,
,,,,,A Christmas Prince,2017,,,,,
,,,,,A Christmas Story,1983,,,,,
,,,,,Bad Santa,2003,,,,,
,,,,,Gremlins,1984,,,,,
,,,,,Batman: The Killing Joke,2016,,,,,
,,,,,A Muppet Family Christmas,1987,,,,,
,,,,,Scrooged,1988,,,,,
,,,,,The Christmas Tree,1991,,,,,
,,,,,Four Christmases,2008,,,,,
,,,,,The Apartment,1960,,,,,
,,,,,The Christmas Contract,2018,,,,,
,,,,,Tokyo Godfathers,2003,,,,,
,,,,,Solo: A Star Wars Story,2018,,,,,
,,,,,Miracle on 34th Street,1994,,,,,
,,,,,Marty Supreme,2025,,,,,
,,,,,Wake Up Dead Man,2025,,,,,
,,,,,Black Bag,2025,,,,,
,,,,,Sovereign,2025,,,,,
,,,,,Everybody Wants Some!!,2016,,,,,
,,,,,Warfare,2025,,,,,
,,,,,The Rapsittie Street Kids: Believe in Santa,2002,,,,,
,,,,,Train Dreams,2025,,,,,
,,,,,The Edge of Seventeen,2016,,,,,
,,,,,Frankenstein,2025,,,,,
,,,,,Pom Poko,1994,,,,,
,,,,,Train to Busan,2016,,,,,
,,,,,Bugonia,2025,,,,,
,,,,,Shiva Baby,2020,,,,,
,,,,,Daisies,1966,,,,,
,,,,,Rear Window,1954,,,,,
,,,,,Zootopia 2,2025,,,,,
,,,,,Moonlight,2016,,,,,
,,,,,Jay Kelly,2025,,,,,
,,,,,Blue Moon,2025,,,,,
,,,,,Companion,2025,,,,,
,,,,,Dazed and Confused,1993,,,,,
,,,,,The Rip,2026,,,,,
,,,,,Beast of War,2025,,,,,
,,,,,Freaky Tales,2024,,,,,
,,,,,Sentimental Value,2025,,,,,
,,,,,If I Had Legs I'd Kick You,2025,,,,,
,,,,,Ballad of a Small Player,2025,,,,,
,,,,,Elio,2025,,,,,
,,,,,Two People Exchanging Saliva,2024,,,,,
,,,,,KPop Demon Hunters,2025,,,,,
,,,,,Hamnet,2025,,,,,
,,,,,Bob Trevino Likes It,2024,,,,,
,,,,,Song Sung Blue,2025,,,,,
,,,,,Thief,1981,,,,,
,,,,,The Return of the Texas Chainsaw Massacre,1995,,,,,
,,,,,The Pursuit of Happyness,2006,,,,,
